Unnamed: 0,Year,Kilometers_Driven,Mileage,Engine,Power,Seats,Price,col,Location_Ahmedabad,Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune,Fuel_Type_CNG,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Owner_Type_First,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third
4444,2018,4500,189.0,1197.0,8186.0,5.0,4.8,8186.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
4445,2014,97000,1255.0,2982.0,169.0,7.0,17.95,169.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
4446,2016,50000,855.9885324912747,72.0,41.0,5.0,13.0,41.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
4447,2017,51223,189.0,1197.0,8186.0,5.0,5.66,8186.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4448,2009,64000,170.0,1497.0,118.0,5.0,3.1,118.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4449,2016,56911,186.0,1197.0,8186.0,5.0,6.54,8186.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4450,2015,147848,128.0,2494.0,102.0,8.0,13.2,102.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4451,2018,21290,130.0,4951.0,395.0,4.0,56.8,395.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
4452,2019,14076,1136.0,2755.0,1715.0,7.0,19.4,1715.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
4453,2007,75180,182.0,1061.0,64.0,5.0,1.65,64.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4454,2013,92000,229.0,1248.0,74.0,5.0,4.35,74.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
4455,2015,57266,205.0,1248.0,9172.0,5.0,6.5,9172.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4456,2007,64000,182.0,998.0,671.0,5.0,1.11,671.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4457,2013,41000,1987.0,1461.0,838.0,5.0,5.5,838.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
4458,2012,45999,105.0,2835.0,1072.0,6.0,11.0,1072.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4459,2015,50000,231.0,998.0,6704.0,5.0,3.9,6704.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
4460,2013,70000,1788.0,1405.0,4821.0,5.0,1.8,4821.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
4461,2016,37540,186.0,1197.0,8186.0,5.0,6.22,8186.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4462,2014,44000,231.0,998.0,6704.0,5.0,4.3,6704.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
4463,2017,22500,189.0,1197.0,8186.0,5.0,5.99,8186.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4464,2017,17431,186.0,1197.0,8183.0,5.0,6.0,8183.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4465,2014,61566,171.0,1591.0,1213.0,5.0,5.85,1213.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4466,2014,61730,1239.0,2179.0,14751.0,5.0,19.94,14751.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
4467,2009,68000,161.0,1298.0,882.0,5.0,2.9,882.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4468,2014,29000,180.0,1198.0,867.0,5.0,4.25,867.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
4469,2010,156210,2143.0,1364.0,872.0,5.0,5.99,872.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4470,2013,46500,274.0,1498.0,986.0,5.0,3.3,986.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
4471,2009,52830,1677.0,2967.0,24138.0,5.0,8.08,24138.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
4472,2017,39867,225.0,998.0,6704.0,5.0,4.5,6704.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4473,2014,58972,242.0,1498.0,986.0,7.0,6.5,986.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4474,2006,66000,101.0,2354.0,152.0,5.0,3.9,152.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4475,2013,52000,171.0,1591.0,1213.0,5.0,5.25,1213.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4476,2014,58000,1172.0,2199.0,1943.0,7.0,17.0,1943.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
4477,2012,58000,1695.0,1197.0,789.0,5.0,3.5,789.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
4478,2008,75000,177.0,1399.0,68.0,5.0,3.0,68.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
4479,2015,41008,2036.0,1197.0,789.0,5.0,4.87,789.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
4480,2014,65000,244.0,1120.0,71.0,5.0,6.0,71.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4481,2015,19000,1819.0,1968.0,1745.0,5.0,15.5,1745.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
4482,2008,74000,166.0,1388.0,68.0,5.0,1.6,68.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
4483,2017,33000,214.0,1197.0,831.0,5.0,7.25,831.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
4484,2010,95000,170.0,1896.0,105.0,5.0,3.25,105.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
4485,2012,34000,2064.0,1498.0,1085.0,5.0,3.4,1085.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
4486,2014,102865,1207.0,2967.0,2414.0,7.0,30.5,2414.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
4487,2016,52378,170.0,1591.0,1213.0,5.0,7.97,1213.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4488,2012,38000,1484.0,2143.0,170.0,5.0,13.51,170.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
4489,2015,60334,258.0,1498.0,986.0,5.0,5.43,986.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4490,2010,107000,166.0,1388.0,68.0,5.0,2.6,68.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4491,2013,445000,185.0,1197.0,829.0,5.0,4.45,829.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4492,2017,2196,2274.0,796.0,473.0,5.0,2.75,473.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
4493,2010,24000,106.0,2996.0,258.0,5.0,8.75,258.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
4494,2015,44846,146.0,1368.0,887.0,5.0,5.41,887.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
4495,2018,64035,284.0,1248.0,7375.0,5.0,8.55,7375.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
4496,2014,45600,151.0,2179.0,140.0,7.0,8.25,140.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
4497,2014,102001,111.0,2400.0,200.0,7.0,23.58,200.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
4498,2014,47439,2036.0,1197.0,789.0,5.0,4.49,789.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4499,2010,193254,115.0,2982.0,171.0,7.0,12.99,171.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4500,2016,29000,219.0,624.0,3748.0,4.0,2.8,3748.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
4501,2016,51681,1998.0,1461.0,1085.0,8.0,8.43,1085.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4502,2015,50000,1207.0,2967.0,2414.0,7.0,47.5,2414.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
4503,2016,42666,180.0,1497.0,1173.0,5.0,8.95,1173.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
4504,2013,65000,1901.0,1461.0,10845.0,5.0,5.5,10845.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
4505,2014,18776,178.0,1198.0,867.0,5.0,4.75,867.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4506,2016,6714,180.0,1198.0,867.0,5.0,4.75,867.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4507,2009,40000,1205.0,1995.0,154.0,5.0,9.5,154.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
4508,2011,88539,232.0,1248.0,7394.0,5.0,3.77,7394.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4509,2012,65055,170.0,1497.0,118.0,5.0,4.25,118.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
4510,2014,23000,1888.0,1995.0,184.0,5.0,19.9,184.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
4511,2009,60000,150.0,1896.0,105.0,5.0,4.0,105.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4512,2013,59350,191.0,1197.0,858.0,5.0,4.16,858.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4513,2015,19000,1636.0,2179.0,1877.0,5.0,38.0,1877.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
4514,2016,45560,169.0,1197.0,82.0,5.0,6.34,82.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
4515,2009,118000,128.0,2494.0,102.0,8.0,4.5,102.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
4516,2016,55000,151.0,1196.0,73.0,7.0,3.75,73.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4517,2012,60000,152.0,1968.0,1408.0,5.0,10.2,1408.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
4518,2007,145000,128.0,2494.0,102.0,8.0,5.0,102.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4519,2008,46810,98.0,1995.0,1635.0,5.0,3.95,1635.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
4520,2016,62767,2034.0,1498.0,1032.0,5.0,9.75,1032.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4521,2018,18553,186.0,1197.0,8186.0,5.0,7.93,8186.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4522,2011,143143,178.0,1399.0,67.0,5.0,2.1,67.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4523,2015,53497,135.0,2477.0,17556.0,7.0,16.42,17556.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4524,2011,148000,1466.0,2199.0,1943.0,7.0,8.9,1943.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
4525,2012,95000,151.0,2179.0,140.0,7.0,7.21,140.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
4526,2015,100000,128.0,2494.0,102.0,8.0,13.5,102.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4527,2016,29000,1157.0,2987.0,25479.0,5.0,65.0,25479.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
4528,2014,87000,1205.0,2179.0,120.0,7.0,7.4,120.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4529,2014,56838,168.0,1497.0,118.0,5.0,5.15,118.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
4530,2013,100000,120.0,2987.0,224.0,7.0,32.0,224.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
4531,2011,125000,170.0,1497.0,118.0,5.0,3.25,118.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
4532,2017,17000,225.0,998.0,67.0,5.0,3.95,67.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
4533,2013,70000,154.0,1193.0,65.0,5.0,1.5,65.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
4534,2010,50000,170.0,1197.0,80.0,5.0,3.0,80.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
4535,2010,39800,160.0,1198.0,90.0,5.0,1.99,90.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
4536,2010,60000,190.0,998.0,661.0,5.0,1.35,661.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
4537,2009,58000,1607.0,1995.0,181.0,5.0,13.5,181.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
4538,2010,110009,1767.0,1968.0,13808.0,5.0,6.99,13808.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4539,2013,85000,1901.0,1461.0,1085.0,5.0,8.5,1085.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4540,2010,84000,2207.0,1199.0,739.0,5.0,2.89,739.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
4541,2011,51000,2269.0,1995.0,190.0,5.0,10.5,190.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
4542,2013,68880,1695.0,1498.0,977.0,5.0,3.97,977.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4543,2017,5500,2407.0,998.0,671.0,5.0,4.25,671.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
4544,2016,40052,211.0,1197.0,8580.0,5.0,6.17,8580.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4545,2016,47293,1416.0,1968.0,1743.0,5.0,38.72,1743.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
4546,2013,79663,168.0,1493.0,110.0,5.0,6.5,110.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4547,2013,63000,258.0,1498.0,986.0,5.0,4.25,986.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
4548,2014,45000,260.0,1498.0,986.0,5.0,4.75,986.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
4549,2014,56501,129.0,2755.0,1745.0,7.0,17.71,1745.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
4550,2015,58000,2034.0,1498.0,1032.0,5.0,5.85,1032.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4551,2011,51602,2248.0,1995.0,190.0,5.0,17.27,190.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
4552,2007,74199,1607.0,1995.0,181.0,5.0,9.25,181.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
4553,2017,25000,130.0,1591.0,1213.0,5.0,12.75,1213.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
4554,2016,70000,2176.0,1995.0,190.0,5.0,27.0,190.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
4555,2013,25000,1484.0,2143.0,16762.0,5.0,21.0,16762.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
4556,2017,22000,2659.0,1248.0,74.0,5.0,7.95,74.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4557,2015,47020,231.0,998.0,6704.0,5.0,4.5,6704.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
4558,2017,8000,1959.0,1995.0,18774.0,5.0,33.75,18774.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
4559,2010,73000,1133.0,4134.0,3352.0,7.0,17.51,3352.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
4560,2017,36973,182.0,1199.0,887.0,5.0,6.8,887.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4561,2014,42083,254.0,624.0,3748.0,4.0,1.68,3748.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4562,2016,61000,247.0,796.0,473.0,5.0,2.9,473.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4563,2014,43628,225.0,998.0,6704.0,5.0,3.16,6704.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
4564,2014,60000,244.0,1120.0,71.0,5.0,3.9,71.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4565,2010,54000,178.0,1199.0,768.0,5.0,1.95,768.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
4566,2015,27001,1636.0,2179.0,1877.0,5.0,26.52,1877.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
4567,2010,52000,1833.0,1968.0,1677.0,5.0,9.0,1677.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
4568,2012,80000,2127.0,1396.0,8876.0,5.0,4.5,8876.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4569,2008,160000,105.0,2835.0,1072.0,6.0,8.75,1072.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4570,2018,3300,243.0,1248.0,885.0,5.0,11.5,885.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
4571,2016,35027,2407.0,998.0,671.0,5.0,3.0,671.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4572,2015,26568,211.0,814.0,552.0,5.0,3.79,552.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4573,2015,59000,2809.0,1248.0,885.0,5.0,6.0,885.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4574,2016,51000,1967.0,1582.0,1262.0,5.0,13.25,1262.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4575,2012,56400,172.0,1968.0,1381.0,5.0,8.0,1381.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
4576,2015,80000,2014.0,1498.0,888.0,5.0,5.8,888.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4577,2012,72000,1848.0,1621.276449941501,2740.1075561606535,5.278735151413753,13.85,2740.1075561606535,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
4578,2013,107000,1299.0,2494.0,1006.0,7.0,13.5,1006.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
4579,2014,100000,1421.0,2143.0,203.0,5.0,25.0,203.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
4580,2016,59998,2014.0,1498.0,888.0,5.0,5.49,888.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4581,2013,105000,1732.0,1968.0,150.0,5.0,19.0,150.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
4582,2011,36000,185.0,1197.0,80.0,5.0,2.5,80.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
4583,2015,24350,1981.0,1086.0,6805.0,5.0,3.0,6805.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
4584,2018,28973,247.0,1047.0,69.0,5.0,6.64,69.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4585,2017,8243,211.0,814.0,552.0,5.0,3.21,552.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4586,2009,136642,1792.0,1086.0,621.0,5.0,1.55,621.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
4587,2011,60000,1792.0,1086.0,621.0,5.0,2.59,621.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4588,2008,100000,127.0,2609.0,120.0,8.0,4.0,120.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
4589,2010,48689,174.0,1497.0,1173.0,5.0,3.87,1173.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4590,2017,45000,243.0,1248.0,885.0,5.0,9.75,885.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4591,2019,38163,1711.0,1968.0,17433.0,5.0,32.91,17433.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
4592,2011,43800,1421.0,2143.0,203.0,5.0,16.75,203.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
4593,2007,92000,135.0,1799.0,130.0,5.0,1.9,130.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4594,2017,14064,186.0,1197.0,8183.0,5.0,6.59,8183.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4595,2017,42366,1573.0,1968.0,17433.0,5.0,31.93,17433.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
4596,2014,76551,251.0,1498.0,986.0,5.0,7.25,986.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4597,2008,72672,1981.0,1086.0,6805.0,5.0,1.9,6805.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
4598,2015,45000,252.0,1248.0,74.0,5.0,3.55,74.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
4599,2012,91696,114.0,2953.0,15386.0,7.0,9.25,15386.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
4600,2009,66484,138.0,1299.0,70.0,5.0,1.65,70.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4601,2019,15456,2068.0,1995.0,190.0,5.0,36.64,190.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
4602,2011,55000,1421.0,2143.0,203.0,5.0,16.0,203.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
4603,2019,21112,151.0,1196.0,73.0,5.0,5.38,73.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
4604,2011,98000,167.0,1621.276449941501,2740.1075561606535,5.278735151413753,3.15,2740.1075561606535,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
4605,2014,61297,258.0,1498.0,986.0,5.0,4.35,986.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4606,2006,80000,173.0,993.0,60.0,5.0,1.2,60.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
4607,2013,59000,185.0,1197.0,80.0,5.0,4.1,80.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
4608,2009,150000,110.0,2993.0,235.0,5.0,18.75,235.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
4609,2017,60083,1967.0,1582.0,1262.0,5.0,13.78,1262.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4610,2016,85450,2659.0,1248.0,74.0,5.0,4.0,74.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
4611,2013,88000,229.0,1248.0,74.0,5.0,4.33,74.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4612,2015,81828,240.0,1186.0,7397.0,5.0,5.43,7397.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4613,2016,18000,1816.0,1196.0,868.0,5.0,4.9,868.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
4614,2017,15000,1597.0,2993.0,258.0,5.0,70.0,258.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
4615,2016,34000,1178.0,2143.0,16762.0,5.0,25.5,16762.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
4616,2015,46000,189.0,1197.0,82.0,5.0,5.1,82.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
